Source,Station,Latitude,Longitude,Year,Date,Datetime,SampleID,TowType,AmphipodCode,Tide,BottomDepth,Chl,Secchi,Temperature,Turbidity,Microcystis,pH,DO,SalSurf,SalBott,SizeClass,Volume,Phylum,Class,Order,Family,Genus,Species,Taxname,Lifestage,Taxlifestage,CPUE,Undersampled
DOP,20-05-CSS-03,38.269419,-121.702139,2019,2019-08-28,2019-08-28 10:23:00,DOP 20-05-CSS-03 2019-08-28 ICF1372,Surface,NA,NA,4.69392,1.01,300,22.2,0.33,1,7.8,7.68,0.07446810501004981,NA,Macro,54.55902252,Arthropoda,Malacostraca,Amphipoda,Corophiidae,Americorophium,stimpsoni,Americorophium stimpsoni,Adult,Americorophium stimpsoni Adult,0,FALSE
DOP,19-44-RVV-01,38.162047,-121.683028,2019,2019-05-29,2019-05-29 12:26:00,DOP 19-44-RVV-01 2019-05-29 ICF943,Surface,NA,NA,11.82624,0.31,152,17.8,4.26,NA,7.9,9.12,0.07590542673983296,NA,Macro,54.55902252,Arthropoda,Malacostraca,Amphipoda,NA,NA,NA,Amphipoda_UnID,Adult,Amphipoda_UnID Adult,0,FALSE
DOP,20-05-CSS-03,38.269419,-121.702139,2019,2019-08-28,2019-08-28 10:23:00,DOP 20-05-CSS-03 2019-08-28 ICF1372,Surface,NA,NA,4.69392,1.01,300,22.2,0.33,1,7.8,7.68,0.07446810501004981,NA,Macro,54.55902252,Arthropoda,Malacostraca,Amphipoda,NA,NA,NA,Amphipoda_UnID,Adult,Amphipoda_UnID Adult,0,FALSE
DOP,19-44-RVV-01,38.162047,-121.683028,2019,2019-05-29,2019-05-29 12:26:00,DOP 19-44-RVV-01 2019-05-29 ICF943,Surface,NA,NA,11.82624,0.31,152,17.8,4.26,NA,7.9,9.12,0.07590542673983296,NA,Macro,54.55902252,Arthropoda,Malacostraca,Amphipoda,Corophiidae,NA,NA,Corophiidae_UnID,Adult,Corophiidae_UnID Adult,0,FALSE
DOP,20-05-CSS-03,38.269419,-121.702139,2019,2019-08-28,2019-08-28 10:23:00,DOP 20-05-CSS-03 2019-08-28 ICF1372,Surface,NA,NA,4.69392,1.01,300,22.2,0.33,1,7.8,7.68,0.07446810501004981,NA,Macro,54.55902252,Arthropoda,Malacostraca,Amphipoda,Corophiidae,NA,NA,Corophiidae_UnID,Adult,Corophiidae_UnID Adult,0,FALSE
DOP,19-44-RVV-01,38.162047,-121.683028,2019,2019-05-29,2019-05-29 12:26:00,DOP 19-44-RVV-01 2019-05-29 ICF943,Surface,NA,NA,11.82624,0.31,152,17.8,4.26,NA,7.9,9.12,0.07590542673983296,NA,Macro,54.55902252,Arthropoda,Malacostraca,Amphipoda,Crangonycitidae,Crangonyx,NA,Crangonyx_UnID,Adult,Crangonyx_UnID Adult,0.036657548,FALSE
DOP,20-05-CSS-03,38.269419,-121.702139,2019,2019-08-28,2019-08-28 10:23:00,DOP 20-05-CSS-03 2019-08-28 ICF1372,Surface,NA,NA,4.69392,1.01,300,22.2,0.33,1,7.8,7.68,0.07446810501004981,NA,Macro,54.55902252,Arthropoda,Malacostraca,Amphipoda,Crangonycitidae,Crangonyx,NA,Crangonyx_UnID,Adult,Crangonyx_UnID Adult,0,FALSE
DOP,19-44-RVV-01,38.162047,-121.683028,2019,2019-05-29,2019-05-29 12:26:00,DOP 19-44-RVV-01 2019-05-29 ICF943,Surface,NA,NA,11.82624,0.31,152,17.8,4.26,NA,7.9,9.12,0.07590542673983296,NA,Macro,54.55902252,Arthropoda,Malacostraca,Mysida,Mysidae,Deltamysis,holmquistae,Deltamysis holmquistae,Adult,Deltamysis holmquistae Adult,0,FALSE
DOP,20-05-CSS-03,38.269419,-121.702139,2019,2019-08-28,2019-08-28 10:23:00,DOP 20-05-CSS-03 2019-08-28 ICF1372,Surface,NA,NA,4.69392,1.01,300,22.2,0.33,1,7.8,7.68,0.07446810501004981,NA,Macro,54.55902252,Arthropoda,Malacostraca,Mysida,Mysidae,Deltamysis,holmquistae,Deltamysis holmquistae,Adult,Deltamysis holmquistae Adult,0,FALSE
DOP,19-44-RVV-01,38.162047,-121.683028,2019,2019-05-29,2019-05-29 12:26:00,DOP 19-44-RVV-01 2019-05-29 ICF943,Surface,NA,NA,11.82624,0.31,152,17.8,4.26,NA,7.9,9.12,0.07590542673983296,NA,Macro,54.55902252,Arthropoda,Malacostraca,Amphipoda,Gammaridae,Gammarus,NA,Gammarus_UnID,Adult,Gammarus_UnID Adult,0,FALSE
DOP,20-05-CSS-03,38.269419,-121.702139,2019,2019-08-28,2019-08-28 10:23:00,DOP 20-05-CSS-03 2019-08-28 ICF1372,Surface,NA,NA,4.69392,1.01,300,22.2,0.33,1,7.8,7.68,0.07446810501004981,NA,Macro,54.55902252,Arthropoda,Malacostraca,Amphipoda,Gammaridae,Gammarus,NA,Gammarus_UnID,Adult,Gammarus_UnID Adult,0,FALSE
DOP,19-44-RVV-01,38.162047,-121.683028,2019,2019-05-29,2019-05-29 12:26:00,DOP 19-44-RVV-01 2019-05-29 ICF943,Surface,NA,NA,11.82624,0.31,152,17.8,4.26,NA,7.9,9.12,0.07590542673983296,NA,Macro,54.55902252,Arthropoda,Malacostraca,Amphipoda,Hyalellidae,Hyalella,NA,Hyalella_UnID,Adult,Hyalella_UnID Adult,0,FALSE
DOP,20-05-CSS-03,38.269419,-121.702139,2019,2019-08-28,2019-08-28 10:23:00,DOP 20-05-CSS-03 2019-08-28 ICF1372,Surface,NA,NA,4.69392,1.01,300,22.2,0.33,1,7.8,7.68,0.07446810501004981,NA,Macro,54.55902252,Arthropoda,Malacostraca,Amphipoda,Hyalellidae,Hyalella,NA,Hyalella_UnID,Adult,Hyalella_UnID Adult,0.091643871,FALSE
DOP,19-44-RVV-01,38.162047,-121.683028,2019,2019-05-29,2019-05-29 12:26:00,DOP 19-44-RVV-01 2019-05-29 ICF943,Surface,NA,NA,11.82624,0.31,152,17.8,4.26,NA,7.9,9.12,0.07590542673983296,NA,Macro,54.55902252,Arthropoda,Malacostraca,Mysida,Mysidae,Hyperacanthomysis,longirostris,Hyperacanthomysis longirostris,Adult,Hyperacanthomysis longirostris Adult,0,FALSE
DOP,20-05-CSS-03,38.269419,-121.702139,2019,2019-08-28,2019-08-28 10:23:00,DOP 20-05-CSS-03 2019-08-28 ICF1372,Surface,NA,NA,4.69392,1.01,300,22.2,0.33,1,7.8,7.68,0.07446810501004981,NA,Macro,54.55902252,Arthropoda,Malacostraca,Mysida,Mysidae,Hyperacanthomysis,longirostris,Hyperacanthomysis longirostris,Adult,Hyperacanthomysis longirostris Adult,0,FALSE
DOP,19-44-RVV-01,38.162047,-121.683028,2019,2019-05-29,2019-05-29 12:26:00,DOP 19-44-RVV-01 2019-05-29 ICF943,Surface,NA,NA,11.82624,0.31,152,17.8,4.26,NA,7.9,9.12,0.07590542673983296,NA,Macro,54.55902252,Arthropoda,Malacostraca,Mysida,NA,NA,NA,Mysida_UnID,Adult,Mysida_UnID Adult,0,FALSE
DOP,20-05-CSS-03,38.269419,-121.702139,2019,2019-08-28,2019-08-28 10:23:00,DOP 20-05-CSS-03 2019-08-28 ICF1372,Surface,NA,NA,4.69392,1.01,300,22.2,0.33,1,7.8,7.68,0.07446810501004981,NA,Macro,54.55902252,Arthropoda,Malacostraca,Mysida,NA,NA,NA,Mysida_UnID,Adult,Mysida_UnID Adult,0,FALSE
DOP,19-44-RVV-01,38.162047,-121.683028,2019,2019-05-29,2019-05-29 12:26:00,DOP 19-44-RVV-01 2019-05-29 ICF943,Surface,NA,NA,11.82624,0.31,152,17.8,4.26,NA,7.9,9.12,0.07590542673983296,NA,Macro,54.55902252,Arthropoda,Malacostraca,Mysida,Mysidae,Neomysis,kadiakensis,Neomysis kadiakensis,Adult,Neomysis kadiakensis Adult,0,FALSE
DOP,20-05-CSS-03,38.269419,-121.702139,2019,2019-08-28,2019-08-28 10:23:00,DOP 20-05-CSS-03 2019-08-28 ICF1372,Surface,NA,NA,4.69392,1.01,300,22.2,0.33,1,7.8,7.68,0.07446810501004981,NA,Macro,54.55902252,Arthropoda,Malacostraca,Mysida,Mysidae,Neomysis,kadiakensis,Neomysis kadiakensis,Adult,Neomysis kadiakensis Adult,0,FALSE
DOP,19-44-RVV-01,38.162047,-121.683028,2019,2019-05-29,2019-05-29 12:26:00,DOP 19-44-RVV-01 2019-05-29 ICF943,Surface,NA,NA,11.82624,0.31,152,17.8,4.26,NA,7.9,9.12,0.07590542673983296,NA,Macro,54.55902252,Arthropoda,Malacostraca,Mysida,Mysidae,Neomysis,mercedis,Neomysis mercedis,Adult,Neomysis mercedis Adult,0,FALSE
DOP,20-05-CSS-03,38.269419,-121.702139,2019,2019-08-28,2019-08-28 10:23:00,DOP 20-05-CSS-03 2019-08-28 ICF1372,Surface,NA,NA,4.69392,1.01,300,22.2,0.33,1,7.8,7.68,0.07446810501004981,NA,Macro,54.55902252,Arthropoda,Malacostraca,Mysida,Mysidae,Neomysis,mercedis,Neomysis mercedis,Adult,Neomysis mercedis Adult,0,FALSE
DOP,19-44-RVV-01,38.162047,-121.683028,2019,2019-05-29,2019-05-29 12:26:00,DOP 19-44-RVV-01 2019-05-29 ICF943,Surface,NA,NA,11.82624,0.31,152,17.8,4.26,NA,7.9,9.12,0.07590542673983296,NA,Macro,54.55902252,Arthropoda,Malacostraca,Mysida,Mysidae,Orientomysis,Orientomysis aspera,Orientomysis aspera,Adult,Orientomysis aspera Adult,0,FALSE
DOP,20-05-CSS-03,38.269419,-121.702139,2019,2019-08-28,2019-08-28 10:23:00,DOP 20-05-CSS-03 2019-08-28 ICF1372,Surface,NA,NA,4.69392,1.01,300,22.2,0.33,1,7.8,7.68,0.07446810501004981,NA,Macro,54.55902252,Arthropoda,Malacostraca,Mysida,Mysidae,Orientomysis,Orientomysis aspera,Orientomysis aspera,Adult,Orientomysis aspera Adult,0,FALSE
DOP,19-44-RVV-01,38.162047,-121.683028,2019,2019-05-29,2019-05-29 12:26:00,DOP 19-44-RVV-01 2019-05-29 ICF943,Surface,NA,NA,11.82624,0.31,152,17.8,4.26,NA,7.9,9.12,0.07590542673983296,NA,Macro,54.55902252,Arthropoda,Malacostraca,Mysida,Mysidae,Orientomysis,hwanhaiensis,Orientomysis hwanhaiensis,Adult,Orientomysis hwanhaiensis Adult,0,FALSE
DOP,20-05-CSS-03,38.269419,-121.702139,2019,2019-08-28,2019-08-28 10:23:00,DOP 20-05-CSS-03 2019-08-28 ICF1372,Surface,NA,NA,4.69392,1.01,300,22.2,0.33,1,7.8,7.68,0.07446810501004981,NA,Macro,54.55902252,Arthropoda,Malacostraca,Mysida,Mysidae,Orientomysis,hwanhaiensis,Orientomysis hwanhaiensis,Adult,Orientomysis hwanhaiensis Adult,0,FALSE
DOP,19-44-RVV-01,38.162047,-121.683028,2019,2019-05-29,2019-05-29 12:26:00,DOP 19-44-RVV-01 2019-05-29 ICF943,Surface,NA,NA,11.82624,0.31,152,17.8,4.26,NA,7.9,9.12,0.07590542673983296,NA,Macro,54.55902252,Arthropoda,Malacostraca,Amphipoda,Corophiidae,Sinocorophium,alienense,Sinocorophium alienense,Adult,Sinocorophium alienense Adult,0,FALSE
DOP,20-05-CSS-03,38.269419,-121.702139,2019,2019-08-28,2019-08-28 10:23:00,DOP 20-05-CSS-03 2019-08-28 ICF1372,Surface,NA,NA,4.69392,1.01,300,22.2,0.33,1,7.8,7.68,0.07446810501004981,NA,Macro,54.55902252,Arthropoda,Malacostraca,Amphipoda,Corophiidae,Sinocorophium,alienense,Sinocorophium alienense,Adult,Sinocorophium alienense Adult,0,FALSE
DOP,19-38-RVV-02,38.099739,-121.730686,2019,2019-04-17,2019-04-17 10:55:00,DOP 19-38-RVV-02 2019-04-17 ICF761,Surface,NA,NA,2.8956,0.58,47,13.9,19.95,1,7.7,9.7,0.06728389937338611,NA,Macro,54.5643,Arthropoda,Malacostraca,Mysida,Mysidae,Alienacanthomysis,macropsis,Alienacanthomysis macropsis,Adult,Alienacanthomysis macropsis Adult,0,FALSE
DOP,19-38-RVV-02,38.099739,-121.730686,2019,2019-04-17,2019-04-17 10:55:00,DOP 19-38-RVV-02 2019-04-17 ICF761,Surface,NA,NA,2.8956,0.58,47,13.9,19.95,1,7.7,9.7,0.06728389937338611,NA,Macro,54.5643,Arthropoda,Malacostraca,Amphipoda,Corophiidae,Americorophium,spinicorne,Americorophium spinicorne,Adult,Americorophium spinicorne Adult,0,FALSE
DOP,19-38-RVV-02,38.099739,-121.730686,2019,2019-04-17,2019-04-17 10:55:00,DOP 19-38-RVV-02 2019-04-17 ICF761,Surface,NA,NA,2.8956,0.58,47,13.9,19.95,1,7.7,9.7,0.06728389937338611,NA,Macro,54.5643,Arthropoda,Malacostraca,Amphipoda,Corophiidae,Americorophium,stimpsoni,Americorophium stimpsoni,Adult,Americorophium stimpsoni Adult,0,FALSE
DOP,19-38-RVV-02,38.099739,-121.730686,2019,2019-04-17,2019-04-17 10:55:00,DOP 19-38-RVV-02 2019-04-17 ICF761,Surface,NA,NA,2.8956,0.58,47,13.9,19.95,1,7.7,9.7,0.06728389937338611,NA,Macro,54.5643,Arthropoda,Malacostraca,Amphipoda,NA,NA,NA,Amphipoda_UnID,Adult,Amphipoda_UnID Adult,0,FALSE
DOP,19-38-RVV-02,38.099739,-121.730686,2019,2019-04-17,2019-04-17 10:55:00,DOP 19-38-RVV-02 2019-04-17 ICF761,Surface,NA,NA,2.8956,0.58,47,13.9,19.95,1,7.7,9.7,0.06728389937338611,NA,Macro,54.5643,Arthropoda,Malacostraca,Amphipoda,Corophiidae,NA,NA,Corophiidae_UnID,Adult,Corophiidae_UnID Adult,0,FALSE
DOP,19-38-RVV-02,38.099739,-121.730686,2019,2019-04-17,2019-04-17 10:55:00,DOP 19-38-RVV-02 2019-04-17 ICF761,Surface,NA,NA,2.8956,0.58,47,13.9,19.95,1,7.7,9.7,0.06728389937338611,NA,Macro,54.5643,Arthropoda,Malacostraca,Amphipoda,Crangonycitidae,Crangonyx,NA,Crangonyx_UnID,Adult,Crangonyx_UnID Adult,0,FALSE
DOP,19-38-RVV-02,38.099739,-121.730686,2019,2019-04-17,2019-04-17 10:55:00,DOP 19-38-RVV-02 2019-04-17 ICF761,Surface,NA,NA,2.8956,0.58,47,13.9,19.95,1,7.7,9.7,0.06728389937338611,NA,Macro,54.5643,Arthropoda,Malacostraca,Mysida,Mysidae,Deltamysis,holmquistae,Deltamysis holmquistae,Adult,Deltamysis holmquistae Adult,0,FALSE
DOP,19-38-RVV-02,38.099739,-121.730686,2019,2019-04-17,2019-04-17 10:55:00,DOP 19-38-RVV-02 2019-04-17 ICF761,Surface,NA,NA,2.8956,0.58,47,13.9,19.95,1,7.7,9.7,0.06728389937338611,NA,Macro,54.5643,Arthropoda,Malacostraca,Amphipoda,Gammaridae,Gammarus,NA,Gammarus_UnID,Adult,Gammarus_UnID Adult,0,FALSE
DOP,19-38-RVV-02,38.099739,-121.730686,2019,2019-04-17,2019-04-17 10:55:00,DOP 19-38-RVV-02 2019-04-17 ICF761,Surface,NA,NA,2.8956,0.58,47,13.9,19.95,1,7.7,9.7,0.06728389937338611,NA,Macro,54.5643,Arthropoda,Malacostraca,Amphipoda,Hyalellidae,Hyalella,NA,Hyalella_UnID,Adult,Hyalella_UnID Adult,0,FALSE
DOP,19-38-RVV-02,38.099739,-121.730686,2019,2019-04-17,2019-04-17 10:55:00,DOP 19-38-RVV-02 2019-04-17 ICF761,Surface,NA,NA,2.8956,0.58,47,13.9,19.95,1,7.7,9.7,0.06728389937338611,NA,Macro,54.5643,Arthropoda,Malacostraca,Mysida,Mysidae,Hyperacanthomysis,longirostris,Hyperacanthomysis longirostris,Adult,Hyperacanthomysis longirostris Adult,0,FALSE
DOP,19-38-RVV-02,38.099739,-121.730686,2019,2019-04-17,2019-04-17 10:55:00,DOP 19-38-RVV-02 2019-04-17 ICF761,Surface,NA,NA,2.8956,0.58,47,13.9,19.95,1,7.7,9.7,0.06728389937338611,NA,Macro,54.5643,Arthropoda,Malacostraca,Mysida,NA,NA,NA,Mysida_UnID,Adult,Mysida_UnID Adult,0,FALSE
DOP,19-38-RVV-02,38.099739,-121.730686,2019,2019-04-17,2019-04-17 10:55:00,DOP 19-38-RVV-02 2019-04-17 ICF761,Surface,NA,NA,2.8956,0.58,47,13.9,19.95,1,7.7,9.7,0.06728389937338611,NA,Macro,54.5643,Arthropoda,Malacostraca,Mysida,Mysidae,Neomysis,kadiakensis,Neomysis kadiakensis,Adult,Neomysis kadiakensis Adult,0,FALSE
DOP,19-38-RVV-02,38.099739,-121.730686,2019,2019-04-17,2019-04-17 10:55:00,DOP 19-38-RVV-02 2019-04-17 ICF761,Surface,NA,NA,2.8956,0.58,47,13.9,19.95,1,7.7,9.7,0.06728389937338611,NA,Macro,54.5643,Arthropoda,Malacostraca,Mysida,Mysidae,Neomysis,mercedis,Neomysis mercedis,Adult,Neomysis mercedis Adult,0,FALSE
DOP,19-38-RVV-02,38.099739,-121.730686,2019,2019-04-17,2019-04-17 10:55:00,DOP 19-38-RVV-02 2019-04-17 ICF761,Surface,NA,NA,2.8956,0.58,47,13.9,19.95,1,7.7,9.7,0.06728389937338611,NA,Macro,54.5643,Arthropoda,Malacostraca,Mysida,Mysidae,Orientomysis,Orientomysis aspera,Orientomysis aspera,Adult,Orientomysis aspera Adult,0,FALSE
DOP,19-38-RVV-02,38.099739,-121.730686,2019,2019-04-17,2019-04-17 10:55:00,DOP 19-38-RVV-02 2019-04-17 ICF761,Surface,NA,NA,2.8956,0.58,47,13.9,19.95,1,7.7,9.7,0.06728389937338611,NA,Macro,54.5643,Arthropoda,Malacostraca,Mysida,Mysidae,Orientomysis,hwanhaiensis,Orientomysis hwanhaiensis,Adult,Orientomysis hwanhaiensis Adult,0,FALSE
DOP,19-38-RVV-02,38.099739,-121.730686,2019,2019-04-17,2019-04-17 10:55:00,DOP 19-38-RVV-02 2019-04-17 ICF761,Surface,NA,NA,2.8956,0.58,47,13.9,19.95,1,7.7,9.7,0.06728389937338611,NA,Macro,54.5643,Arthropoda,Malacostraca,Amphipoda,Corophiidae,Sinocorophium,alienense,Sinocorophium alienense,Adult,Sinocorophium alienense Adult,0,FALSE
DOP,20-17-SBM-02,38.098034,-122.046251,2019,2019-11-19,2019-11-19 11:14:00,DOP 20-17-SBM-02 2019-11-19 ICF1751,Surface,NA,NA,6.797040000000001,0.59,75,15,10,1,7.8,8.8,10.173533679989376,NA,Macro,54.57485203,Arthropoda,Malacostraca,Mysida,Mysidae,Alienacanthomysis,macropsis,Alienacanthomysis macropsis,Adult,Alienacanthomysis macropsis Adult,0,FALSE
DOP,20-17-SBM-02,38.098034,-122.046251,2019,2019-11-19,2019-11-19 11:14:00,DOP 20-17-SBM-02 2019-11-19 ICF1751,Surface,NA,NA,6.797040000000001,0.59,75,15,10,1,7.8,8.8,10.173533679989376,NA,Macro,54.57485203,Arthropoda,Malacostraca,Amphipoda,Corophiidae,Americorophium,spinicorne,Americorophium spinicorne,Adult,Americorophium spinicorne Adult,0,FALSE
DOP,20-17-SBM-02,38.098034,-122.046251,2019,2019-11-19,2019-11-19 11:14:00,DOP 20-17-SBM-02 2019-11-19 ICF1751,Surface,NA,NA,6.797040000000001,0.59,75,15,10,1,7.8,8.8,10.173533679989376,NA,Macro,54.57485203,Arthropoda,Malacostraca,Amphipoda,Corophiidae,Americorophium,stimpsoni,Americorophium stimpsoni,Adult,Americorophium stimpsoni Adult,0,FALSE
DOP,20-17-SBM-02,38.098034,-122.046251,2019,2019-11-19,2019-11-19 11:14:00,DOP 20-17-SBM-02 2019-11-19 ICF1751,Surface,NA,NA,6.797040000000001,0.59,75,15,10,1,7.8,8.8,10.173533679989376,NA,Macro,54.57485203,Arthropoda,Malacostraca,Amphipoda,NA,NA,NA,Amphipoda_UnID,Adult,Amphipoda_UnID Adult,0,FALSE
DOP,20-17-SBM-02,38.098034,-122.046251,2019,2019-11-19,2019-11-19 11:14:00,DOP 20-17-SBM-02 2019-11-19 ICF1751,Surface,NA,NA,6.797040000000001,0.59,75,15,10,1,7.8,8.8,10.173533679989376,NA,Macro,54.57485203,Arthropoda,Malacostraca,Amphipoda,Corophiidae,NA,NA,Corophiidae_UnID,Adult,Corophiidae_UnID Adult,0,FALSE
DOP,20-17-SBM-02,38.098034,-122.046251,2019,2019-11-19,2019-11-19 11:14:00,DOP 20-17-SBM-02 2019-11-19 ICF1751,Surface,NA,NA,6.797040000000001,0.59,75,15,10,1,7.8,8.8,10.173533679989376,NA,Macro,54.57485203,Arthropoda,Malacostraca,Amphipoda,Crangonycitidae,Crangonyx,NA,Crangonyx_UnID,Adult,Crangonyx_UnID Adult,0,FALSE
DOP,20-17-SBM-02,38.098034,-122.046251,2019,2019-11-19,2019-11-19 11:14:00,DOP 20-17-SBM-02 2019-11-19 ICF1751,Surface,NA,NA,6.797040000000001,0.59,75,15,10,1,7.8,8.8,10.173533679989376,NA,Macro,54.57485203,Arthropoda,Malacostraca,Mysida,Mysidae,Deltamysis,holmquistae,Deltamysis holmquistae,Adult,Deltamysis holmquistae Adult,0,FALSE
DOP,20-17-SBM-02,38.098034,-122.046251,2019,2019-11-19,2019-11-19 11:14:00,DOP 20-17-SBM-02 2019-11-19 ICF1751,Surface,NA,NA,6.797040000000001,0.59,75,15,10,1,7.8,8.8,10.173533679989376,NA,Macro,54.57485203,Arthropoda,Malacostraca,Amphipoda,Gammaridae,Gammarus,NA,Gammarus_UnID,Adult,Gammarus_UnID Adult,0,FALSE
DOP,20-17-SBM-02,38.098034,-122.046251,2019,2019-11-19,2019-11-19 11:14:00,DOP 20-17-SBM-02 2019-11-19 ICF1751,Surface,NA,NA,6.797040000000001,0.59,75,15,10,1,7.8,8.8,10.173533679989376,NA,Macro,54.57485203,Arthropoda,Malacostraca,Amphipoda,Hyalellidae,Hyalella,NA,Hyalella_UnID,Adult,Hyalella_UnID Adult,0,FALSE
DOP,20-17-SBM-02,38.098034,-122.046251,2019,2019-11-19,2019-11-19 11:14:00,DOP 20-17-SBM-02 2019-11-19 ICF1751,Surface,NA,NA,6.797040000000001,0.59,75,15,10,1,7.8,8.8,10.173533679989376,NA,Macro,54.57485203,Arthropoda,Malacostraca,Mysida,Mysidae,Hyperacanthomysis,longirostris,Hyperacanthomysis longirostris,Adult,Hyperacanthomysis longirostris Adult,0,FALSE
DOP,20-17-SBM-02,38.098034,-122.046251,2019,2019-11-19,2019-11-19 11:14:00,DOP 20-17-SBM-02 2019-11-19 ICF1751,Surface,NA,NA,6.797040000000001,0.59,75,15,10,1,7.8,8.8,10.173533679989376,NA,Macro,54.57485203,Arthropoda,Malacostraca,Mysida,NA,NA,NA,Mysida_UnID,Adult,Mysida_UnID Adult,0,FALSE
DOP,20-17-SBM-02,38.098034,-122.046251,2019,2019-11-19,2019-11-19 11:14:00,DOP 20-17-SBM-02 2019-11-19 ICF1751,Surface,NA,NA,6.797040000000001,0.59,75,15,10,1,7.8,8.8,10.173533679989376,NA,Macro,54.57485203,Arthropoda,Malacostraca,Mysida,Mysidae,Neomysis,kadiakensis,Neomysis kadiakensis,Adult,Neomysis kadiakensis Adult,0,FALSE
DOP,20-17-SBM-02,38.098034,-122.046251,2019,2019-11-19,2019-11-19 11:14:00,DOP 20-17-SBM-02 2019-11-19 ICF1751,Surface,NA,NA,6.797040000000001,0.59,75,15,10,1,7.8,8.8,10.173533679989376,NA,Macro,54.57485203,Arthropoda,Malacostraca,Mysida,Mysidae,Neomysis,mercedis,Neomysis mercedis,Adult,Neomysis mercedis Adult,0,FALSE
DOP,20-17-SBM-02,38.098034,-122.046251,2019,2019-11-19,2019-11-19 11:14:00,DOP 20-17-SBM-02 2019-11-19 ICF1751,Surface,NA,NA,6.797040000000001,0.59,75,15,10,1,7.8,8.8,10.173533679989376,NA,Macro,54.57485203,Arthropoda,Malacostraca,Mysida,Mysidae,Orientomysis,Orientomysis aspera,Orientomysis aspera,Adult,Orientomysis aspera Adult,0,FALSE
DOP,20-17-SBM-02,38.098034,-122.046251,2019,2019-11-19,2019-11-19 11:14:00,DOP 20-17-SBM-02 2019-11-19 ICF1751,Surface,NA,NA,6.797040000000001,0.59,75,15,10,1,7.8,8.8,10.173533679989376,NA,Macro,54.57485203,Arthropoda,Malacostraca,Mysida,Mysidae,Orientomysis,hwanhaiensis,Orientomysis hwanhaiensis,Adult,Orientomysis hwanhaiensis Adult,0,FALSE
DOP,20-17-SBM-02,38.098034,-122.046251,2019,2019-11-19,2019-11-19 11:14:00,DOP 20-17-SBM-02 2019-11-19 ICF1751,Surface,NA,NA,6.797040000000001,0.59,75,15,10,1,7.8,8.8,10.173533679989376,NA,Macro,54.57485203,Arthropoda,Malacostraca,Amphipoda,Corophiidae,Sinocorophium,alienense,Sinocorophium alienense,Adult,Sinocorophium alienense Adult,0,FALSE
DOP,21-15-CFF-01,38.044321,-121.873197,2020,2020-11-02,2020-11-02 08:16:00,DOP 21-15-CFF-01 2020-11-02 ICF2934,Surface,NA,NA,2.4079200000000003,2.34,100,16.9,4.72,3,7.7,7.73,8.678487231743201,NA,Macro,54.58018311,Arthropoda,Malacostraca,Mysida,Mysidae,Alienacanthomysis,macropsis,Alienacanthomysis macropsis,Adult,Alienacanthomysis macropsis Adult,0,FALSE
DOP,21-36-SMM-03,38.180292,-121.998924,2021,2021-03-30,2021-03-30 09:54:00,DOP 21-36-SMM-03 2021-03-30 ICF3119,Surface,NA,NA,7.28472,6.49,30,14.4,32.17,1,8.1,8.91,1.5131739730454095,NA,Macro,54.58018311,Arthropoda,Malacostraca,Mysida,Mysidae,Alienacanthomysis,macropsis,Alienacanthomysis macropsis,Adult,Alienacanthomysis macropsis Adult,0,FALSE
DOP,21-15-CFF-01,38.044321,-121.873197,2020,2020-11-02,2020-11-02 08:16:00,DOP 21-15-CFF-01 2020-11-02 ICF2934,Surface,NA,NA,2.4079200000000003,2.34,100,16.9,4.72,3,7.7,7.73,8.678487231743201,NA,Macro,54.58018311,Arthropoda,Malacostraca,Amphipoda,Corophiidae,Americorophium,spinicorne,Americorophium spinicorne,Adult,Americorophium spinicorne Adult,0,FALSE
DOP,21-36-SMM-03,38.180292,-121.998924,2021,2021-03-30,2021-03-30 09:54:00,DOP 21-36-SMM-03 2021-03-30 ICF3119,Surface,NA,NA,7.28472,6.49,30,14.4,32.17,1,8.1,8.91,1.5131739730454095,NA,Macro,54.58018311,Arthropoda,Malacostraca,Amphipoda,Corophiidae,Americorophium,spinicorne,Americorophium spinicorne,Adult,Americorophium spinicorne Adult,0.128251677,FALSE
DOP,21-15-CFF-01,38.044321,-121.873197,2020,2020-11-02,2020-11-02 08:16:00,DOP 21-15-CFF-01 2020-11-02 ICF2934,Surface,NA,NA,2.4079200000000003,2.34,100,16.9,4.72,3,7.7,7.73,8.678487231743201,NA,Macro,54.58018311,Arthropoda,Malacostraca,Amphipoda,Corophiidae,Americorophium,stimpsoni,Americorophium stimpsoni,Adult,Americorophium stimpsoni Adult,0,FALSE
DOP,21-36-SMM-03,38.180292,-121.998924,2021,2021-03-30,2021-03-30 09:54:00,DOP 21-36-SMM-03 2021-03-30 ICF3119,Surface,NA,NA,7.28472,6.49,30,14.4,32.17,1,8.1,8.91,1.5131739730454095,NA,Macro,54.58018311,Arthropoda,Malacostraca,Amphipoda,Corophiidae,Americorophium,stimpsoni,Americorophium stimpsoni,Adult,Americorophium stimpsoni Adult,0,FALSE
